cell_id,date,frp_sum,frp_max,n_det,y,frp_sum_l1,n_det_l1,frp_sum_l3,n_det_l3,frp_sum_l7,n_det_l7
56219,2025-07-15,18.92,2.78,8,1.0,8.620000000000001,3.0,21.550000000000004,11.0,63.629999999999995,32.0
56219,2025-07-16,6.0,2.08,3,1.0,18.92,8.0,34.35000000000001,15.0,69.45,33.0
56219,2025-07-17,4.75,1.73,3,1.0,6.0,3.0,33.540000000000006,14.0,63.69,31.0
56219,2025-07-19,10.88,3.41,4,0.0,4.75,3.0,29.670000000000005,14.0,59.75,30.0
56219,2025-07-20,12.73,2.58,6,1.0,10.88,4.0,21.630000000000003,10.0,62.1,29.0
56219,2025-07-21,11.7,2.7,6,1.0,12.73,6.0,28.360000000000007,13.0,68.71000000000001,31.0
56219,2025-07-22,7.19,2.41,4,1.0,11.7,6.0,35.31,16.0,73.6,33.0
56219,2025-07-23,12.48,3.01,7,1.0,7.19,4.0,31.62,16.0,72.17,34.0
56219,2025-07-24,7.8100000000000005,3.83,5,1.0,12.48,7.0,31.37,17.0,65.72999999999999,33.0
56219,2025-07-25,9.25,2.98,5,1.0,7.8100000000000005,5.0,27.480000000000004,16.0,67.53999999999999,35.0
56219,2025-07-26,7.66,2.42,4,1.0,9.25,5.0,29.540000000000006,17.0,72.03999999999999,37.0
56219,2025-07-27,11.76,2.43,6,1.0,7.66,4.0,24.720000000000006,14.0,68.82,37.0
56219,2025-07-28,7.46,2.41,4,1.0,11.76,6.0,28.67,15.0,67.85,37.0
56219,2025-07-29,6.42,2.53,3,1.0,7.46,4.0,26.880000000000003,14.0,63.61,35.0
56219,2025-07-30,13.08,3.33,6,1.0,6.42,3.0,25.640000000000004,13.0,62.839999999999996,34.0
56219,2025-07-31,12.01,2.38,6,1.0,13.08,6.0,26.960000000000004,13.0,63.44,33.0
56621,2025-07-02,5.5,2.11,3,1.0,6.180000000000001,4.0,19.260000000000005,10.0,52.559999999999995,27.0
56621,2025-07-03,7.03,2.58,3,1.0,5.5,3.0,11.680000000000003,7.0,50.4,26.0
56621,2025-07-04,6.18,1.8,4,1.0,7.03,3.0,18.710000000000004,10.0,45.67,23.0
56621,2025-07-05,2.92,2.35,2,1.0,6.18,4.0,18.710000000000004,10.0,44.39,23.0
56621,2025-07-06,3.89,2.06,2,1.0,2.92,2.0,16.130000000000003,9.0,40.89,22.0
56621,2025-07-07,7.75,2.09,5,1.0,3.89,2.0,12.990000000000004,8.0,31.699999999999996,18.0
56621,2025-07-08,4.71,2.61,2,1.0,7.75,5.0,14.560000000000004,9.0,39.449999999999996,23.0
56621,2025-07-09,8.98,1.81,7,1.0,4.71,2.0,16.350000000000005,9.0,37.98,21.0
56621,2025-07-10,6.540000000000001,2.62,4,1.0,8.98,7.0,21.440000000000005,14.0,41.459999999999994,25.0
56621,2025-07-11,6.52,2.03,4,1.0,6.540000000000001,4.0,20.230000000000004,13.0,40.97,26.0
56621,2025-07-12,5.640000000000001,2.54,3,1.0,6.52,4.0,22.040000000000006,15.0,41.309999999999995,26.0
56621,2025-07-13,4.11,1.35,4,1.0,5.640000000000001,3.0,18.700000000000003,11.0,44.029999999999994,27.0
56621,2025-07-14,8.36,2.97,4,1.0,4.11,4.0,16.270000000000003,11.0,44.24999999999999,29.0
56621,2025-07-15,5.72,2.27,3,1.0,8.36,4.0,18.110000000000003,11.0,44.86,28.0
56621,2025-07-16,4.56,2.84,4,1.0,5.72,3.0,18.19,11.0,45.87,29.0
56621,2025-07-17,5.470000000000001,2.65,3,1.0,4.56,4.0,18.64,11.0,41.449999999999996,26.0
56621,2025-07-19,7.2,2.41,5,0.0,5.470000000000001,3.0,15.750000000000004,10.0,40.379999999999995,25.0
56621,2025-07-20,3.86,1.96,2,1.0,7.2,5.0,17.230000000000004,12.0,41.059999999999995,26.0
56621,2025-07-21,7.23,2.15,5,1.0,3.86,2.0,16.530000000000005,10.0,39.279999999999994,25.0
56621,2025-07-22,8.16,2.5,6,1.0,7.23,5.0,18.290000000000006,12.0,42.4,26.0
56621,2025-07-23,7.34,2.32,4,1.0,8.16,6.0,19.250000000000007,13.0,42.199999999999996,28.0
56621,2025-07-24,5.14,2.33,3,1.0,7.34,4.0,22.730000000000004,15.0,43.82,29.0
56621,2025-07-25,5.53,1.88,4,1.0,5.14,3.0,20.640000000000004,13.0,44.4,28.0
56621,2025-07-26,5.5,1.68,4,1.0,5.53,4.0,18.010000000000005,11.0,44.459999999999994,29.0
56621,2025-07-27,7.47,2.16,5,1.0,5.5,4.0,16.17,11.0,42.75999999999999,28.0
56621,2025-07-28,6.31,2.57,4,1.0,7.47,5.0,18.500000000000004,13.0,46.37,31.0
56621,2025-07-29,4.85,1.99,3,1.0,6.31,4.0,19.28,13.0,45.449999999999996,30.0
56621,2025-07-30,3.5300000000000002,2.24,2,1.0,4.85,3.0,18.630000000000003,12.0,42.13999999999999,27.0
56621,2025-07-31,5.33,2.48,4,1.0,3.5300000000000002,2.0,14.690000000000005,9.0,38.33,25.0
57723,2025-07-09,9.61,9.61,1,0.0,7.5600000000000005,2.0,7.5600000000000005,2.0,29.719999999999995,16.0
57723,2025-07-10,23.82,11.68,3,1.0,9.61,1.0,17.17,3.0,31.859999999999996,12.0
57723,2025-07-25,0.99,0.99,1,0.0,23.82,3.0,40.99,6.0,49.37,11.0
57724,2025-07-10,6.02,6.02,1,0.0,27.87,3.0,51.69,6.0,68.86,9.0
58112,2025-07-10,20.72,6.12,5,0.0,6.94,2.0,34.81,5.0,75.8,11.0
58112,2025-07-14,27.189999999999998,15.7,2,0.0,20.72,5.0,27.66,7.0,88.96,14.0
60808,2025-07-02,1.5499999999999998,0.85,2,1.0,1.09,1.0,1.09,1.0,1.09,1.0
60808,2025-07-03,1.5699999999999998,0.95,2,1.0,1.5499999999999998,2.0,2.6399999999999997,3.0,2.639999999999996,3.0
60808,2025-07-04,0.59,0.59,1,1.0,1.5699999999999998,2.0,4.21,5.0,4.209999999999996,5.0
60808,2025-07-05,0.81,0.81,1,1.0,0.59,1.0,3.71,5.0,4.799999999999996,6.0
60808,2025-07-06,1.45,0.88,2,1.0,0.81,1.0,2.97,4.0,5.609999999999996,7.0
60808,2025-07-07,0.98,0.73,2,1.0,1.45,2.0,2.8499999999999996,4.0,7.059999999999996,9.0
60808,2025-07-08,2.13,1.07,2,1.0,0.98,2.0,3.24,5.0,8.039999999999996,11.0
60808,2025-07-09,0.86,0.86,1,1.0,2.13,2.0,4.5600000000000005,6.0,9.079999999999997,12.0
60808,2025-07-10,0.54,0.54,1,1.0,0.86,1.0,3.9699999999999998,5.0,8.389999999999997,11.0
60808,2025-07-11,1.21,0.78,2,1.0,0.54,1.0,3.53,4.0,7.359999999999996,10.0
60808,2025-07-15,2.33,1.06,3,0.0,1.21,2.0,2.61,4.0,7.979999999999996,11.0
60808,2025-07-17,1.4300000000000002,0.93,2,0.0,2.33,3.0,4.08,6.0,9.499999999999996,13.0
60808,2025-07-18,0.4,0.4,1,1.0,1.4300000000000002,2.0,4.970000000000001,7.0,9.479999999999997,13.0
60808,2025-07-19,0.63,0.63,1,1.0,0.4,1.0,4.16,6.0,8.899999999999997,12.0
60808,2025-07-21,0.97,0.97,1,0.0,0.63,1.0,2.46,4.0,7.399999999999996,11.0
60808,2025-07-22,1.6,0.94,2,1.0,0.97,1.0,2.0,3.0,7.509999999999996,11.0
60808,2025-07-23,1.3199999999999998,0.75,2,1.0,1.6,2.0,3.2,4.0,8.569999999999997,12.0
60808,2025-07-24,0.62,0.62,1,1.0,1.3199999999999998,2.0,3.89,5.0,8.679999999999996,12.0
60808,2025-07-25,0.56,0.56,1,1.0,0.62,1.0,3.54,5.0,6.969999999999996,10.0
60808,2025-07-26,1.24,0.77,2,1.0,0.56,1.0,2.5,4.0,6.099999999999996,9.0
60808,2025-07-27,0.76,0.76,1,1.0,1.24,2.0,2.42,4.0,6.939999999999996,10.0
61608,2025-07-08,11.81,11.81,1,0.0,43.28,3.0,43.28,3.0,44.519999999999996,5.0
61608,2025-07-14,6.65,6.65,1,0.0,11.81,1.0,55.09,4.0,55.089999999999996,4.0
63046,2025-07-16,88.64,19.2,5,0.0,354.02,6.0,354.02,6.0,409.10999999999996,10.0
63046,2025-07-20,72.13,31.8,3,0.0,88.64,5.0,442.65999999999997,11.0,497.74999999999994,15.0
63047,2025-07-16,3.9,3.9,1,0.0,239.79999999999998,3.0,328.44,8.0,682.46,14.0
65378,2025-07-15,2.06,2.06,1,0.0,2.0,1.0,2.0,1.0,330.44,9.0
65378,2025-07-19,3.89,3.89,1,0.0,2.06,1.0,4.0600000000000005,2.0,243.86,5.0
65419,2025-07-05,13.63,2.63,8,1.0,36.099999999999994,2.0,38.16,3.0,40.16,4.0
65420,2025-07-05,19.990000000000002,9.02,10,1.0,1249.98,23.0,1286.08,25.0,1290.14,27.0
65420,2025-07-06,0.96,0.59,2,1.0,19.990000000000002,10.0,1269.97,33.0,1310.13,37.0
65421,2025-07-05,46.519999999999996,15.58,18,1.0,1043.02,14.0,1063.01,24.0,2349.09,49.0
65421,2025-07-06,16.86,9.37,4,1.0,46.519999999999996,18.0,1089.54,32.0,2395.61,67.0
65421,2025-07-07,71.46,50.82,3,1.0,16.86,4.0,1106.4,36.0,2376.3700000000003,69.0
65422,2025-07-05,92.9,19.6,25,1.0,298.43,6.0,315.29,10.0,1424.82,52.0
65423,2025-07-05,29.47,9.16,13,1.0,340.49,20.0,638.9200000000001,26.0,1745.32,62.0
65424,2025-07-05,0.96,0.96,1,1.0,426.71999999999997,19.0,767.21,39.0,1082.5,49.0
65807,2025-07-05,15.04,4.87,8,1.0,848.34,14.0,848.34,14.0,1275.06,33.0
65808,2025-07-05,13.45,3.65,6,1.0,1795.34,70.0,2643.68,84.0,2643.6800000000003,84.0
65809,2025-07-05,268.13,127.1,5,1.0,2819.17,72.0,4614.51,142.0,5462.85,156.0
65810,2025-07-05,431.73,128.96,17,1.0,1828.32,57.0,4647.49,129.0,7291.17,213.0
65810,2025-07-06,1.0,1.0,1,1.0,431.73,17.0,2260.05,74.0,6874.56,216.0
65810,2025-07-09,17.77,10.47,2,0.0,1.0,1.0,2261.05,75.0,6875.56,217.0
65811,2025-07-05,22.68,7.31,11,1.0,637.57,52.0,638.57,53.0,5717.790000000001,199.0
65812,2025-07-05,0.53,0.53,1,1.0,238.22,42.0,875.7900000000001,94.0,3136.8400000000006,169.0
66194,2025-07-04,1.01,1.01,1,1.0,11.26,1.0,11.26,1.0,11.26,1.0
66196,2025-07-05,3.3200000000000003,1.87,2,1.0,554.91,60.0,566.17,61.0,566.1700000000004,61.0
66197,2025-07-04,1195.71,64.85,93,1.0,13.979999999999999,2.0,568.89,62.0,580.1500000000004,63.0
66197,2025-07-05,52.6,38.0,5,1.0,1195.71,93.0,1209.69,95.0,1775.8600000000006,156.0
66572,2025-07-03,0.8,0.8,1,1.0,2392.13,29.0,2392.13,29.0,3587.840000000001,122.0
66573,2025-07-03,4.21,0.86,7,1.0,2762.02,36.0,5154.15,65.0,5154.1500000000015,65.0
66579,2025-07-07,320.03999999999996,120.66,7,0.0,87.28,17.0,87.28,17.0,2849.300000000001,53.0
66581,2025-07-04,3.0599999999999996,2.01,2,1.0,420.63,37.0,420.63,37.0,507.9100000000009,54.0
66582,2025-07-04,57.89,23.78,4,1.0,1950.82,55.0,2371.45,92.0,2458.730000000001,109.0
66585,2025-07-04,44.160000000000004,3.21,26,1.0,4183.88,70.0,4183.88,70.0,6555.330000000001,162.0
66586,2025-07-04,70.67,6.32,18,1.0,1717.79,44.0,5901.67,114.0,7852.490000000001,169.0
66586,2025-07-05,23.25,19.91,2,1.0,70.67,18.0,1788.46,62.0,5972.340000000001,132.0
66587,2025-07-04,3.69,2.42,2,1.0,7.49,4.0,78.16,22.0,5979.830000000001,136.0
66617,2025-07-22,4.87,4.87,1,0.0,5.55,1.0,13.04,5.0,1801.500000000001,67.0
66961,2025-07-03,0.98,0.98,1,1.0,3718.98,26.0,3724.53,27.0,3802.690000000001,49.0
66970,2025-07-04,57.31,47.77,2,1.0,239.93,37.0,239.93,37.0,239.93,37.0
66970,2025-07-05,10.94,10.94,1,1.0,57.31,2.0,297.24,39.0,297.2400000000009,39.0
66971,2025-07-04,249.26,107.44,4,1.0,478.55,73.0,535.86,75.0,775.7900000000009,112.0
66971,2025-07-05,76.74,38.37,2,1.0,249.26,4.0,727.81,77.0,1025.0500000000009,116.0
66972,2025-07-04,1.38,1.38,1,1.0,346.02,76.0,595.28,80.0,1371.0700000000008,192.0
66973,2025-07-04,0.97,0.97,1,1.0,66.06,41.0,412.08,117.0,1139.8900000000008,194.0
66974,2025-07-04,4.24,1.73,3,1.0,309.65,38.0,375.71,79.0,970.9900000000009,159.0
66976,2025-07-04,50.3,9.7,18,1.0,0.98,1.0,0.98,1.0,376.6900000000009,80.0
67350,2025-07-04,4.43,1.97,4,1.0,479.37,22.0,479.37,22.0,480.35000000000093,23.0
67354,2025-07-10,50.76,18.28,5,0.0,60.39,8.0,60.39,8.0,539.7600000000009,30.0
67355,2025-07-10,19.4,19.4,1,0.0,21.61,12.0,82.0,20.0,82.00000000000091,20.0
67360,2025-07-05,38.37,38.37,1,0.0,47.32,27.0,47.32,27.0,129.3200000000009,47.0
67443,2025-07-03,0.37,0.37,1,1.0,1.79,2.0,1.79,2.0,1.79,2.0
67443,2025-07-07,0.65,0.65,1,0.0,0.37,1.0,2.16,3.0,2.1600000000009096,3.0
67443,2025-07-08,0.75,0.75,1,1.0,0.65,1.0,2.81,4.0,2.8100000000009095,4.0
67443,2025-07-09,0.65,0.65,1,1.0,0.75,1.0,1.77,3.0,3.5600000000009095,5.0
67443,2025-07-11,0.95,0.95,1,0.0,0.65,1.0,2.05,3.0,4.2100000000009095,6.0
67443,2025-07-17,1.1600000000000001,0.78,2,0.0,0.95,1.0,2.35,3.0,5.16000000000091,7.0
67443,2025-07-18,0.85,0.85,1,1.0,1.1600000000000001,2.0,2.7600000000000002,4.0,6.32000000000091,9.0
67443,2025-07-19,0.86,0.86,1,1.0,0.85,1.0,2.9600000000000004,4.0,5.380000000000909,8.0
67443,2025-07-22,0.54,0.54,1,0.0,0.86,1.0,2.87,4.0,5.87000000000091,8.0
67443,2025-07-23,0.72,0.72,1,1.0,0.54,1.0,2.25,3.0,5.76000000000091,8.0
67443,2025-07-24,1.07,1.07,1,1.0,0.72,1.0,2.12,3.0,5.730000000000909,8.0
67443,2025-07-25,0.81,0.81,1,1.0,1.07,1.0,2.33,3.0,6.15000000000091,8.0
67443,2025-07-26,0.54,0.54,1,1.0,0.81,1.0,2.6,3.0,6.010000000000909,8.0
67443,2025-07-27,0.75,0.75,1,1.0,0.54,1.0,2.42,3.0,5.39000000000091,7.0
67443,2025-07-28,0.99,0.99,1,1.0,0.75,1.0,2.1,3.0,5.29000000000091,7.0
67739,2025-07-04,239.99,33.37,58,1.0,896.61,9.0,896.61,9.0,899.7800000000009,13.0
67739,2025-07-05,21.24,2.89,16,1.0,239.99,58.0,1136.6,67.0,1138.7000000000007,70.0
67740,2025-07-04,6.22,1.71,6,1.0,2363.36,75.0,2603.35,133.0,3500.710000000001,143.0
67742,2025-07-04,23.35,23.35,1,1.0,3014.36,71.0,3014.36,71.0,6514.3200000000015,213.0
67742,2025-07-10,16.95,16.95,1,0.0,23.35,1.0,3037.71,72.0,5641.060000000001,205.0
67743,2025-07-04,19.990000000000002,10.1,2,1.0,686.55,68.0,709.9,69.0,6087.620000000001,215.0
67743,2025-07-10,31.9,14.7,3,0.0,19.990000000000002,2.0,706.54,70.0,3744.250000000001,142.0
67744,2025-07-04,4.08,1.08,5,1.0,95.34,35.0,115.33000000000001,37.0,3839.590000000001,177.0
67744,2025-07-05,27.53,27.53,1,1.0,4.08,5.0,99.42,40.0,829.3100000000009,111.0
67745,2025-07-04,15.620000000000001,9.41,2,1.0,649.8000000000001,42.0,653.8800000000001,47.0,1455.760000000001,152.0
67745,2025-07-05,605.23,211.82,5,1.0,15.620000000000001,2.0,665.4200000000001,44.0,784.830000000001,86.0
67746,2025-07-04,295.25,31.05,24,1.0,151.14,22.0,166.76,24.0,915.9800000000009,106.0
67746,2025-07-05,33.32,14.4,3,1.0,295.25,24.0,446.39,46.0,1115.8900000000008,95.0
68128,2025-07-04,781.49,53.64,70,1.0,241.66,1.0,241.66,1.0,241.66,1.0
68128,2025-07-05,7.36,1.61,6,1.0,781.49,70.0,1023.15,71.0,1023.1500000000009,71.0
68129,2025-07-04,308.32,53.64,36,1.0,2679.62,14.0,3461.1099999999997,84.0,3702.770000000001,85.0
68130,2025-07-04,8.66,2.16,7,1.0,2039.3899999999999,19.0,4719.01,33.0,5742.160000000001,104.0
68131,2025-07-04,12.3,1.74,11,1.0,1516.0700000000002,16.0,3555.46,35.0,7016.5700000000015,119.0
68131,2025-07-07,0.58,0.58,1,0.0,12.3,11.0,1528.3700000000001,27.0,6247.380000000001,60.0
68132,2025-07-04,1.29,0.69,2,1.0,130.06,9.0,142.36,20.0,3697.820000000001,55.0
68516,2025-07-05,40.38,3.51,26,1.0,917.24,16.0,917.24,16.0,917.24,16.0
68516,2025-07-06,0.59,0.59,1,1.0,40.38,26.0,957.62,42.0,957.6200000000009,42.0
68517,2025-07-05,23.58,2.86,17,1.0,1222.33,60.0,1262.71,86.0,2179.9500000000007,102.0
68518,2025-07-05,5.87,1.82,6,1.0,1062.14,62.0,2284.4700000000003,122.0,3242.090000000001,164.0
68519,2025-07-05,2.84,2.84,1,1.0,963.89,44.0,2026.0300000000002,106.0,3288.740000000001,192.0
68905,2025-07-05,8.17,1.35,7,1.0,51.81,3.0,51.81,3.0,1015.7000000000007,47.0
68906,2025-07-05,53.8,2.95,35,1.0,923.4200000000001,28.0,975.23,31.0,975.2300000000008,31.0
68907,2025-07-05,66.74,4.14,33,1.0,1454.1399999999999,27.0,2377.56,55.0,2429.370000000001,58.0
68907,2025-07-06,0.53,0.53,1,1.0,66.74,33.0,1520.8799999999999,60.0,2496.1100000000006,91.0
68908,2025-07-05,128.09,23.85,27,1.0,596.37,12.0,663.11,45.0,3040.670000000001,100.0
72470,2025-07-26,1.11,1.11,1,0.0,0.64,1.0,0.64,1.0,0.64,1.0
76551,2025-07-31,8.36,8.36,1,0.0,9.97,1.0,9.97,1.0,9.97,1.0
76939,2025-07-23,2.91,2.91,1,1.0,0.89,1.0,0.89,1.0,10.86000000000091,2.0
76940,2025-07-22,0.89,0.89,1,0.0,3.82,1.0,4.71,2.0,14.68000000000091,3.0
77328,2025-07-12,12.24,12.24,1,0.0,11.08,1.0,14.9,2.0,15.79000000000091,3.0
77328,2025-07-20,4.0,4.0,1,0.0,12.24,1.0,23.32,2.0,28.03000000000091,4.0
77328,2025-07-22,1.55,1.55,1,0.0,4.0,1.0,27.32,3.0,32.03000000000091,5.0
77328,2025-07-29,5.59,5.59,1,0.0,1.55,1.0,17.790000000000003,3.0,32.69000000000091,5.0
77328,2025-07-31,8.09,8.09,1,0.0,5.59,1.0,11.14,3.0,38.28000000000091,6.0
82959,2025-07-07,0.64,0.64,1,1.0,1977.92,17.0,1977.92,17.0,1977.92,17.0
85281,2025-07-07,1.58,1.58,1,1.0,2.72,1.0,2.72,1.0,1980.640000000001,18.0
85670,2025-07-07,3.27,1.66,2,1.0,32.06,4.0,32.06,4.0,34.78000000000091,5.0
90699,2025-07-10,4.44,4.44,1,1.0,5.28,1.0,5.28,1.0,5.28,1.0
94086,2025-07-02,5.65,3.62,2,1.0,11.9,5.0,11.9,5.0,11.9,5.0
94086,2025-07-04,6.18,2.48,3,0.0,5.65,2.0,17.55,7.0,17.55000000000091,7.0
94086,2025-07-05,2.37,2.37,1,1.0,6.18,3.0,23.73,10.0,23.73000000000091,10.0
94086,2025-07-06,9.12,3.13,4,1.0,2.37,1.0,14.2,6.0,26.10000000000091,11.0
94086,2025-07-07,10.32,3.16,4,1.0,9.12,4.0,17.67,8.0,35.22000000000091,15.0
94086,2025-07-08,2.97,2.97,1,1.0,10.32,4.0,21.810000000000002,9.0,45.54000000000091,19.0
94086,2025-07-09,20.13,5.87,5,1.0,2.97,1.0,22.41,9.0,48.51000000000091,20.0
94086,2025-07-10,19.44,6.44,4,1.0,20.13,5.0,33.42,10.0,56.740000000000904,20.0
94086,2025-07-11,6.16,3.53,2,1.0,19.44,4.0,42.540000000000006,10.0,70.53000000000091,22.0
94086,2025-07-12,16.04,3.97,5,1.0,6.16,2.0,45.730000000000004,11.0,70.51000000000091,21.0
94086,2025-07-13,14.21,5.71,3,1.0,16.04,5.0,41.64,11.0,84.1800000000009,25.0
94086,2025-07-14,10.36,10.36,1,1.0,14.21,3.0,36.410000000000004,10.0,89.27000000000092,24.0
94086,2025-07-15,6.239999999999999,3.53,3,1.0,10.36,1.0,40.61,9.0,89.31000000000091,21.0
94086,2025-07-16,21.68,7.49,4,1.0,6.239999999999999,3.0,30.810000000000002,7.0,92.58000000000091,23.0
94086,2025-07-17,9.379999999999999,3.94,3,1.0,21.68,4.0,38.28,8.0,94.1300000000009,22.0
94086,2025-07-20,10.27,3.4,4,0.0,9.379999999999999,3.0,37.3,10.0,84.07000000000092,21.0
94086,2025-07-21,4.73,2.45,2,1.0,10.27,4.0,41.33,11.0,88.1800000000009,23.0
94086,2025-07-31,13.74,3.4,5,0.0,4.73,2.0,24.380000000000003,9.0,76.87000000000091,20.0
94087,2025-07-02,2.94,2.94,1,1.0,4.27,2.0,9.000000000000004,4.0,56.5700000000009,18.0
94087,2025-07-04,1.27,1.27,1,0.0,2.94,1.0,7.210000000000003,3.0,53.270000000000906,16.0
94087,2025-07-05,2.89,2.89,1,1.0,1.27,1.0,8.480000000000004,4.0,32.86000000000091,13.0
94087,2025-07-06,2.17,2.17,1,1.0,2.89,1.0,7.100000000000003,3.0,26.37000000000091,11.0
94087,2025-07-07,2.8,2.8,1,1.0,2.17,1.0,6.330000000000004,3.0,18.27000000000091,8.0
94087,2025-07-08,4.81,2.76,2,1.0,2.8,1.0,7.860000000000003,3.0,16.34000000000091,7.0
94087,2025-07-10,6.52,4.1,2,0.0,4.81,2.0,9.780000000000003,4.0,21.150000000000908,9.0
94087,2025-07-11,6.92,3.8,2,1.0,6.52,2.0,14.130000000000003,5.0,23.400000000000908,9.0
94087,2025-07-19,5.65,1.98,3,0.0,6.92,2.0,18.250000000000004,6.0,27.380000000000905,10.0
94087,2025-07-20,2.51,2.51,1,1.0,5.65,3.0,19.090000000000003,7.0,31.760000000000908,12.0
94475,2025-07-13,9.6,9.6,1,0.0,1.56,1.0,1.56,1.0,14.13000000000091,6.0
94866,2025-07-23,1.37,1.37,1,1.0,1.64,1.0,3.2000000000000037,2.0,3.2000000000009097,2.0
94866,2025-07-24,5.07,1.53,4,1.0,1.37,1.0,3.0100000000000033,2.0,4.57000000000091,3.0
94866,2025-07-25,4.17,1.55,3,1.0,5.07,4.0,8.080000000000004,6.0,9.64000000000091,7.0
94866,2025-07-26,2.84,1.47,2,1.0,4.17,3.0,10.610000000000003,8.0,13.81000000000091,10.0
94866,2025-07-27,3.22,1.87,2,1.0,2.84,2.0,12.080000000000002,9.0,16.650000000000908,12.0
94866,2025-07-30,6.4799999999999995,2.46,3,0.0,3.22,2.0,10.230000000000004,7.0,18.310000000000908,13.0
94866,2025-07-31,4.01,2.22,2,1.0,6.4799999999999995,3.0,12.540000000000003,7.0,24.79000000000091,16.0
97707,2025-07-23,0.28,0.28,1,1.0,22.0,4.0,22.0,4.0,22.0,4.0
97755,2025-07-02,0.57,0.57,1,1.0,128.72,4.0,128.72,4.0,150.7200000000009,8.0
100409,2025-07-08,0.51,0.51,1,0.0,0.69,1.0,0.69,1.0,0.69,1.0
100409,2025-07-16,0.67,0.67,1,0.0,0.51,1.0,1.2,2.0,1.2000000000009095,2.0
100409,2025-07-22,0.37,0.37,1,0.0,0.67,1.0,1.87,3.0,1.8700000000009096,3.0
100410,2025-07-23,0.19,0.19,1,0.0,0.38,1.0,1.05,2.0,2.2500000000009095,4.0
100410,2025-07-24,0.54,0.54,1,1.0,0.19,1.0,0.5700000000000001,2.0,2.4400000000009094,5.0
100410,2025-07-29,0.25,0.25,1,0.0,0.54,1.0,1.11,3.0,2.9800000000009095,6.0
100410,2025-07-30,0.65,0.65,1,1.0,0.25,1.0,0.9800000000000001,3.0,2.5400000000009095,6.0
101162,2025-07-14,0.48,0.48,1,0.0,4.79,4.0,4.79,4.0,6.15000000000091,8.0
103130,2025-07-29,5.64,5.64,1,0.0,3.05,1.0,3.05,1.0,3.05,1.0
105858,2025-07-28,1.28,1.28,1,0.0,4.67,1.0,4.67,1.0,4.67,1.0
107073,2025-07-14,29.59,7.06,9,1.0,618.36,8.0,618.36,8.0,623.0300000000009,9.0
